Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
344,310.0,55,157,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,47320,44800.0,2282.0,4368.0,1387000.0,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50783,179837
347,313.0,56,189,,"Inspur TS10000 HPC Server, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR 100",Research Laboratory H,Inspur,China,2020,Research,40560,38400.0,2276.0,3923.71,1284000.0,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur TS10000 HPC Server,Inspur Cluster,Infiniband,InfiniBand HDR 100,Asia,50843,179870
348,314.0,56,190,,"Inspur TS10000 HPC Server, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100, Infiniband HDR",AI company J,Inspur,China,2020,Others,40800,38400.0,2275.0,3905.28,1284000.0,,,,,,,Cluster,Xeon Gold 6230 20C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur TS10000 HPC Server,Inspur Cluster,Infiniband,Infiniband HDR,Asia,50844,179868
349,315.0,58,291,SSC-21 Scalable Module,"Apollo 6500 Gen10 plus, AMD  EPYC 7543 32C 2.8GHz, NVIDIA A100 80GB​, Infiniband HDR200",Samsung Electronics,HPE,South Korea,2021,Industry,16704,15552.0,2274.1,2597.82,1190000.0,,,103.01,Submitted,22.07649743,,Cluster,AMD  EPYC 7543 32C 2.8GHz,AMD Zen-3 (Milan),2800,RHEL 8.3,Linux,NVIDIA A100 80GB​,32,AMD Milan,Apollo 6500 Gen10 plus,HPE Apollo,Infiniband,Infiniband HDR200,Asia,50903,180042
351,317.0,57,239,CEA-HFi,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Atos BXI V2",Commissariat a l'Energie Atomique (CEA),Atos,France,2021,Research,73728,,2262.0,2890.14,3538944.0,,32.847,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Milan,BullSequana XH2000,BullSequana,Custom Interconnect,Atos BXI V2,Europe,47593,179950
352,318.0,57,240,MTS GROM,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 40GB, Infiniband",#CloudMTS,Nvidia,Russia,2021,Industry,19840,17280.0,2258.0,3011.84,915840.0,,,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100 40GB,64,AMD Rome,NVIDIA DGX A100,NVIDIA DGX,Infiniband,Infiniband,Europe,50875,179955
353,319.0,58,295,Tethys,"NVIDIA DGX A100 Liquid Cooled Prototype, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband HDR",NVIDIA Corporation,Nvidia,United States,2021,Vendor,19840,17280.0,2255.0,2680.0,1265664.0,,,71.5,Submitted,31.53846154,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100 80GB​,64,AMD Rome,NVIDIA DGX A100 Liquid Cooled Prototype,NVIDIA DGX,Infiniband,Infiniband HDR,North America,48448,180034
354,320.0,45,28,Makman-2,"Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR",Saudi Aramco,DELL EMC,Saudi Arabia,2015,Industry,76032,,2249.68,3041.28,4460544.0,,,1134.0,Submitted,1.983844797,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Redhat Enterprise Linux 6.5,Linux,None,12,Intel Xeon E5 (Haswell),Dell PowerEdge R630,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,Asia,48751,178606
355,321.0,53,109,G1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,54000,,2242.94,4320.0,5091072.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179653
356,322.0,57,243,,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",Service Provider T,Lenovo,China,2021,Industry,57600,,2241.88,4608.0,4800000.0,,,,,,,Cluster,Xeon Gold 6233 24C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50854,179917
357,324.0,53,110,,"Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet",Internet Company,Sugon,China,2019,Industry,67200,,2192.0,4515.84,5097000.0,,,740.0,Submitted,2.962162162,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,None,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50743,179672
358,325.0,56,195,,"Inspur NF5468M5, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Bank G,Inspur,China,2020,Others,50400,44800.0,2189.0,4816.0,1387000.0,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50845,179875
359,326.0,55,393,MN-3,"MN-Core Server, Xeon Platinum 8260M 24C 2.4GHz, Preferred Networks MN-Core, MN-Core DirectConnect",Preferred Networks,Preferred Networks,Japan,2020,Industry,1664,128.0,2179.6,3347.58,720896.0,517120.0,,53.29,Submitted,40.90073184,,Cluster,Xeon Platinum 8260M 24C 2.4GHz,Intel Cascade lake,2400,Ubuntu,Linux,Preferred Networks MN-Core,24,Xeon Platinum 82xx (Cascade Lake),MN-Core Server,Preferred Networks Cluster,Custom Interconnect,MN-Core DirectConnect,Asia,50832,179806
360,327.0,58,302,B4A,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MGER,Lenovo,Germany,2021,Industry,49280,,2166.79,4257.79,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50911,179983
361,328.0,58,303,,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,49280,,2166.79,4257.79,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179975
362,329.0,58,304,,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2021,Industry,49280,,2166.79,4257.79,4293120.0,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),ThinkSystem C2397,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,179976
363,330.0,53,112,H1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,52000,,2166.52,4160.0,4995840.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179652
364,331.0,54,129,,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,49800,48000.0,2164.0,4423.68,1436000.0,,,,,,,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179766
365,332.0,54,130,,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,49800,48000.0,2164.0,4423.68,1436000.0,,,,,,,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179767
366,333.0,54,131,,"Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR",Internet Service (S),Inspur,China,2019,Industry,49800,48000.0,2164.0,4423.68,1436000.0,,,,,,,Cluster,Xeon Gold 6146 12C 3.2GHz,Intel Skylake,3200,Linux,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Infiniband,Infiniband EDR,Asia,50817,179768
367,334.0,55,169,,"ThinkSystem HR630X, Xeon Silver 4110 8C 2.1GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,128000,,2155.99,4300.8,7155456.0,,,,,,,Cluster,Xeon Silver 4110 8C 2.1GHz,Intel Skylake,2100,Linux,Linux,None,8,Xeon Silver,ThinkSystem HR630X,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50329,179815
368,335.0,53,114,,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2019,Industry,121920,,2152.0,8973.312,6472000.0,,,1625.0,Submitted,1.324307692,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50743,179678
371,336.0,55,171,Betty,"Cray CS500, AMD EPYC 7542 32C 2.9GHz, InfiniBand HDR100",US Army Research Laboratory (ARL),HPE,United States,2020,Research,94976,,2133.0,4406.8864,4081920.0,,,,,,,Cluster,AMD EPYC 7542 32C 2.9GHz,AMD Zen-2 (Rome),2900,RHEL 7.7,Linux,None,32,AMD Rome,Cray CS500,Cray CS,Infiniband,InfiniBand HDR 100,North America,49039,179844
373,337.0,54,134,,"ThinkSystem SR650, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",DJIT Company,Lenovo,China,2019,Industry,96640,,2129.54,7112.704,7614720.0,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,2300,Linux,Linux,None,16,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50787,179755
374,338.0,58,313,Snellius Phase 1 CPU,"ThinkSystem SR645, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR100",SURF,Lenovo,Netherlands,2021,Research,73728,,2127.8,3067.08,4092928.0,,29.7094,504.0,Submitted,4.221825397,,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,CentOS Linux 8.4,Linux,None,64,AMD Rome,ThinkSystem SR645,Lenovo ThinkSystem,Infiniband,InfiniBand HDR100,Europe,50900,180027
375,340.0,58,314,Setonix,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-10","Pawsey Supercomputing Centre, Kensington, Western Australia",HPE,Australia,2021,Research,65536,,2122.03,2569.01,,,,,,,,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,None,64,AMD Milan,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Oceania,50488,180019
376,341.0,55,173,,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 25G Ethernet",Bank (Z),Inspur,China,2020,Industry,44200,41600.0,2121.0,4056.0,1284000.0,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50836,179840
377,342.0,55,174,,"Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Service Provider T,Inspur,China,2020,Industry,44720,41600.0,2121.0,4056.0,1284000.0,,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50329,179823
378,343.0,55,175,,"Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Service Provider T,Inspur,China,2020,Industry,44720,41600.0,2121.0,4056.0,1284000.0,,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50329,179824
379,344.0,55,176,,"Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Service Provider T,Inspur,China,2020,Industry,44720,41600.0,2121.0,4056.0,1284000.0,,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50329,179825
380,345.0,54,135,,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Xinjiang SC Center,Sugon,China,2019,Government,44720,41600.0,2115.0,3903.432,507000.0,,,265.0,Submitted,7.981132075,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Infiniband,Infiniband EDR,Asia,50790,179729
381,346.0,53,115,,"INSPUR NF5288M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet",Internet Company,Inspur,China,2018,Industry,53760,51200.0,2109.0,4652.032,1483000.0,,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,50743,179610
382,347.0,53,133,MagicCube3,"Sugon TC6000, Xeon Gold 6142 16C 2.6GHz, Intel Omni-Path, NVIDIA Tesla V100",Shanghai Supercomputer Center,Sugon,China,2019,Research,40960,5120.0,2109.0,3434.086,5153000.0,,,430.0,Submitted,4.904651163,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Omnipath,Intel Omni-Path,Asia,49697,179695
383,348.0,53,116,I1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2019,Industry,50000,,2094.0,4000.0,4899072.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179651
386,351.0,59,351,A15A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MAU,Lenovo,Australia,2022,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Oceania,50933,180061
387,352.0,59,352,A16A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MBZ,Lenovo,Brazil,2021,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,South America,50934,180060
388,,60,388,NOF1,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MFR,Lenovo,France,2022,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50945,180106
389,353.0,59,353,A14A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MJP,Lenovo,Japan,2021,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Asia,50932,180062
390,354.0,59,354,A13A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUK,Lenovo,United Kingdom,2022,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,Europe,50930,180066
391,355.0,59,355,A13A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180065
392,,60,392,NO5,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180107
393,,60,393,A13A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,61440,,2087.5,4128.77,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180115
394,356.0,54,140,,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service U,Sugon,China,2019,Others,44032,40960.0,2087.0,3843.379,503000.0,,,260.0,Submitted,8.026923077,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50777,179730
395,357.0,54,141,,"Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Service Provider T,Inspur,China,2019,Industry,48160,44800.0,2078.0,4225.2,1387000.0,,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50329,179759
396,358.0,54,142,,"Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Service Provider T,Inspur,China,2019,Industry,48160,44800.0,2078.0,4225.2,1387000.0,,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50329,179760
397,359.0,54,143,,"Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet",Service Provider T,Inspur,China,2019,Industry,48160,44800.0,2078.0,4225.2,1387000.0,,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,Linux,Linux,NVIDIA Tesla V100,24,Xeon Platinum,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,50329,179761
399,361.0,54,145,,"Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 10G Ethernet",Telecom Company,Inspur,China,2019,Industry,59760,57600.0,2075.0,5245.776,1573000.0,,,,,,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50591,179798
400,362.0,53,118,JD I1,"ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet",Internet Company,Lenovo,China,2018,Industry,52320,,2074.04,4018.176,5011200.0,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,None,20,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50598,179661
401,364.0,44,22,Tianhe-2 LvLiang Solution,"Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P",LvLiang Cloud Computing Center,NUDT,China,2014,Industry,174720,153216.0,2071.39,3074.5344,2366976.0,,37.615,997.0,Submitted,2.077622869,,Cluster,Intel Xeon E5-2692v2 12C 2.2GHz,Intel IvyBridge,2200,Kylin Linux,Linux,Intel Xeon Phi 31S1P,12,Intel Xeon E5 (IvyBridge),Tianhe-2 LvLiang,Tianhe-2 LvLiang,Custom Interconnect,TH Express-2,Asia,50546,178464
403,366.0,54,148,,"ThinkSystem SR650, Xeon Gold 6142 16C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Government,Lenovo,China,2019,Government,44160,36800.0,2059.88,3862.252,2101248.0,,,,,,,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,Linux,Linux,NVIDIA Tesla V100,16,Xeon Gold,ThinkSystem SR650,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,50774,179741
404,367.0,54,149,,"ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 10G Ethernet",DJIT Company,Lenovo,China,2019,Industry,49200,,2045.93,3936.0,4859520.0,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,Linux,Linux,None,20,Xeon Gold 62xx (Cascade Lake),ThinkSystem SR650,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,50787,179751
405,,60,405,Henri,"Lenovo ThinkSystem SR670 V2, Intel Xeon Platinum 8362 2800Mhz (32C), NVIDIA H100 80GB PCIe, Infiniband HDR",Flatiron Institute,Lenovo,United States,2022,Research,5920,5280.0,2038.0,5417.34,870400.0,,,31.31,Submitted,65.09102523,,Cluster,Intel Xeon Platinum 8362 32C 2.8GHz,Intel Ice Lake,2800,Linux,Linux,NVIDIA H100 80GB PCIe,32,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SR670 V2,Lenovo ThinkSystem,Infiniband,Infiniband HDR,North America,50943,180087
406,,60,406,A15A,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",Software Company MUS,Lenovo,United States,2022,Industry,59904,,2035.31,4025.55,4957440.0,,,,,,,Cluster,Xeon Gold 6252 24C 2.1GHz,Intel Cascade lake,2100,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem C0366,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50905,180114
407,368.0,54,150,,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2019,Industry,53040,49920.0,2028.0,4648.176,1464000.0,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179763
408,369.0,54,151,,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Service (B),Inspur,China,2019,Industry,53040,49920.0,2028.0,4648.176,1464000.0,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50330,179797
409,370.0,55,194,,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,48000,,2027.52,3840.0,4800000.0,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,2500,Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,50329,179819
410,371.0,54,152,,"Sugon TC6000, Xeon Gold 6140 18C 2.3GHz, 10G Ethernet",Telecom Company,Sugon,China,2019,Industry,55440,,2026.0,4080.384,3564000.0,,,590.0,Submitted,3.433898305,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,CentOS,Linux,None,18,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50591,179785
411,373.0,56,230,,"Inspur NF5468M5, Xeon Gold 5120 14C 2.2GHz, NVIDIA Tesla V100, 10G Ethernet",Bank I,Inspur,China,2020,Others,48880,41600.0,2016.0,44982.27,1337000.0,,,,,,,Cluster,Xeon Gold 5120 14C 2.2GHz,Intel Skylake,2200,Linux,Linux,NVIDIA Tesla V100,14,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,50846,179874
