Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Efficiency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
282,179.0,37,55,Guillimin,"iDataPlex DX360M3, Xeon 2.66, Infiniband",CLUMEQ - McGill University,IBM,Canada,2010,Academic,14400,0,136300.0,153216.0,88.96,1532160,0,337.0,404.45,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
283,180.0,39,126,Laurel,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Kyoto University,Cray Inc.,Japan,2012,Academic,9280,0,135400.0,193024.0,70.15,1474560,737280,210.35,643.69,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband FDR,Eastern Asia,Asia
294,187.0,39,130,Abisko,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR",HPC2N - Umea University,Supermicro,Sweden,2012,Academic,15456,0,131900.0,160742.0,82.06,2145024,338688,252.7,521.96,Cluster,Opteron 6238 12C 2.600GHz,AMD x86_64,2600,Linux,Linux,None,12,"Opteron 6200 Series ""Interlagos""",Supermicro H8QG6,Supermicro Cluster,Infiniband,Infiniband QDR,Northern Europe,Europe
301,192.0,39,134,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Durham University,IBM,United Kingdom,2012,Academic,6720,0,130180.56,139776.0,93.14,0,0,139.59,932.59,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
302,447.0,39,416,Midway,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",University of Chicago,IBM,United States,2012,Academic,6880,0,130162.0,143104.0,90.96,0,0,142.91,910.8,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
320,207.0,36,51,Vayu,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR",National Computational Infrastructure National Facility (NCI-NF),Oracle,Australia,2010,Academic,11936,0,126399.82,139889.92,90.36,0,0,,,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Australia and New Zealand,Oceania
331,208.0,36,54,,Cray XE6 12-core 2.1 GHz,University of Chicago,Cray Inc.,United States,2010,Academic,17856,0,125800.0,149990.0,83.87,0,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom Interconnect,North America,Americas
345,219.0,38,95,,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","Information Initiative Center, Hokkaido University",Hitachi,Japan,2011,Academic,5632,0,121600.0,168906.8,71.99,1400000,0,354.6,342.92,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
351,221.0,38,96,HokieSpeed,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050",Virginia Tech,Supermicro,United States,2011,Academic,8320,5824,120400.0,238201.6,50.55,355520,0,126.27,953.51,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,CentOS,Linux,NVIDIA 2050,4,Xeon 5600-series (Westmere-EP),SuperServer 2026GT-TRF,Supermicro SuperServer,Infiniband,Infiniband QDR,North America,Americas
355,222.0,34,38,MVS-100K,"Cluster Platform 3000 BL460c/BL 2x220/SL390, Xeon E5450/5365/X5675 4C 3.000GHz, Infiniband DDR, NVIDIA 2090",Joint Supercomputer Center,Hewlett-Packard,Russia,2009,Academic,13004,2432,119930.0,227944.0,52.61,0,0,,,Cluster,Xeon X5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,NVIDIA 2090,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c/BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband DDR,Eastern Europe,Europe
359,225.0,31,10,,Blue Gene/P Solution,IDRIS,IBM,France,2008,Academic,40960,0,119310.0,139264.0,85.67,0,0,315.0,378.76,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
373,236.0,40,236,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Karlsruher Institut für Technologie (KIT) ,Hewlett-Packard,Germany,2012,Academic,6528,0,115415.0,135782.0,85.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Western Europe,Europe
379,242.0,39,159,EMERALD,"Cluster Platform SL390s G7, Xeon E5649 6C 2.530GHz, Infiniband QDR, NVIDIA 2090",Science and Technology Facilities Council - Rutherford Appleton Laboratory,Hewlett-Packard,United Kingdom,2012,Academic,6960,5952,114400.0,257581.0,44.41,494592,0,,,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Northern Europe,Europe
393,250.0,40,250,SuperMike-II,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Louisiana State University,Dell,United States,2012,Academic,7040,0,110930.0,146432.0,75.76,1060000,0,200.0,554.65,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Dell PowerEdge C6220,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
397,253.0,40,253,Beacon,"Appro GreenBlade GB824M, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",National Institute for Computational Sciences/University of Tennessee,Cray Inc.,United States,2012,Academic,9216,8640,110500.0,157547.52,70.14,1023840,0,45.11,2449.57,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Appro GreenBlade GB824M,Appro Cluster,Infiniband,Infiniband FDR,North America,Americas
399,389.0,40,389,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi",University of Miami,IBM,United States,2012,Academic,7520,2400,110010.0,146931.0,74.87,500000,0,119.25,922.52,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
414,268.0,38,105,Lattice,"DL170/SL390 , Xeon E5649 2.53GHz/L5520 4C 2.26GHz, Infiniband QDR, NVIDIA 2070",Compute Canada/WestGrid/University of Calgary,Hewlett-Packard,Canada,2011,Academic,13672,2520,108701.0,193514.08,56.17,0,0,,,Cluster,Xeon L5520 4C 2.260GHz,Intel Nehalem,2260,Linux,Linux,NVIDIA 2070,4,Xeon 5500-series (Nehalem-EP),DL170/SL390 ,HP Cluster Platform 3000,Infiniband,Infiniband QDR,North America,Americas
420,274.0,34,39,,"SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz",HLRN at Universitaet Hannover / RRZN,SGI,Germany,2009,Academic,10240,0,107100.0,120729.6,88.71,1535480,0,,,MPP,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,SLES10 + SGI ProPack 5,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
421,275.0,34,40,,"SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz",HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,SGI,Germany,2009,Academic,10240,0,107100.0,120729.6,88.71,1535480,0,,,MPP,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,SLES10 + SGI ProPack 5,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
423,277.0,40,277,Chundoong,"Chundoong Cluster, Xeon E5-2650 8C 2.000GHz, Infiniband QDR, AMD Radeon HD 7970",Seoul National University,ManyCoreSoft,"Korea, South",2012,Academic,8064,7168,106800.0,226464.0,47.16,825344,0,72.8,1467.03,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,AMD Radeon HD 7970,8,Intel Xeon E5 (SandyBridge),Chundoong Cluster,Chundoong Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
430,,41,430,Bluecrystal Phase 3,"PowerEdge C8220, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",University of Bristol,ClusterVision,United Kingdom,2013,Academic,5408,0,105253.0,112486.4,93.57,1204736,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),PowerEdge C8220,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,Northern Europe,Europe
433,,41,433,,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect ",Japan Advanced Institute of Science and Technology,Cray Inc.,Japan,2013,Academic,5760,0,104860.0,119808.0,87.52,1504944,0,,,MPP,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Cray Linux Environment ,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
442,290.0,38,114,,"Bullx B505, Xeon E5649 6C 2.53GHz, Infiniband QDR, NVIDIA 2090",Barcelona Supercomputing Center,Bull SA,Spain,2011,Academic,5544,4032,103200.0,182881.44,56.43,437760,0,81.5,1266.26,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Southern Europe,Europe
446,293.0,32,19,,"DeepComp 7000, HS21/x3950 Cluster, Xeon QC HT 3 GHz/2.93 GHz, Infiniband","Computer Network Information Center, Chinese Academy of Science",Lenovo,China,2008,Academic,12216,0,102800.0,145965.0,70.43,1600000,0,,,Cluster,Xeon E5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Lenovo DeepComp 7000,Lenovo Cluster,Infiniband,Infiniband,Eastern Asia,Asia
462,299.0,34,45,T2K Open Supercomputer (Todai Combined Cluster),Hitachi opteron QC 2.3 GHz Myrinet 10G,"Information Technology Center, The University of Tokyo",Hitachi,Japan,2009,Academic,15104,0,101741.0,138956.0,73.22,1740800,0,831.0,122.43,Cluster,Opteron Quad Core 4C 2.300GHz,AMD x86_64,2300,Linux,Linux,None,4,Opteron Quad Core,Hitachi Cluster,Hitachi Cluster,Myrinet,Myrinet 10G,Eastern Asia,Asia
467,,41,467,Eurora,"Eurotech Aurora HPC 10-20, Xeon E5-2687W 8C 3.100GHz, Infiniband QDR, NVIDIA K20",CINECA,Eurotech,Italy,2013,Academic,2688,1664,100900.0,175667.0,57.44,299520,0,46.0,2193.48,Cluster,Xeon E5-2687W 8C 3.100GHz,Intel SandyBridge,3100,CentOS,Linux,NVIDIA K20,8,Intel Xeon E5 (SandyBridge),Eurotech Aurora HPC 10-20,Eurotech Cluster,Infiniband,Infiniband QDR,Southern Europe,Europe
468,301.0,39,183,,"HA8000-tc/HT225, Opteron 6276 16C 2.300GHz, Infiniband QDR","University of Tokyo/Human Genome Center, IMS",Hitachi,Japan,2012,Academic,16128,0,100600.0,148378.0,67.8,1152000,0,,,Cluster,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",HA8000-tc/HT225,Hitachi Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
471,303.0,37,87,SKIF Aurora,"SKIF Aurora Platform - Intel Xeon X5680, Infiniband QDR",South Ural State University,RSC Group,Russia,2011,Academic,8832,0,100400.0,117000.0,85.81,1042080,0,,,Cluster,Xeon X5680 6C 3.330GHz,Intel Nehalem,3330,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),SKIF Aurora Platform,NOW - Intel,Infiniband,Infiniband QDR,Eastern Europe,Europe
486,,41,486,btrzx3,"Saxonid 6300, Opteron 6348 12C 2.800GHz, Infiniband QDR",Universitaet Bayreuth,Megware,Germany,2013,Academic,10224,0,97574.4,114509.0,85.21,1785000,156000,178.0,548.17,Cluster,Opteron 6348 12C 2.800GHz,AMD x86_64,2800,Linux,Linux,None,12,"Opterons 6300 Series (""Abu Dhabi"")",Saxonid 6300,Megware Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
497,318.0,37,96,Palmetto,"PE1950/SF X2200/iDPx/IBM dx340/HP DL165 Intel 53xx/54xx 2.33, Opteron 2.3, E5410 2.33GHz Myrinet 10G",Clemson University,Dell/Sun/IBM,United States,2011,Academic,13616,0,96920.0,123633.0,78.39,1489400,0,,,Cluster,Xeon E5410 4C 2.333GHz,Intel Core,2333,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas
