Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
163,133.0,61,93,Gaia,"PowerEdge XE8545, AMD EPYC 74F3 24C 3.2GHz, NVIDIA A100, Infiniband",Petróleo Brasileiro S.A,DELL,Brazil,2023,Industry,84480,76032.0,6968.0,13728.0,2457600.0,,,574.0,Submitted,12.13937282,,Cluster,AMD EPYC 74F3 24C 3.2GHz,AMD Zen-3 (Milan),3200,RHEL 7.8,Linux,NVIDIA A100,24,AMD Zen-3 (Milan),PowerEdge XE8545,Dell PowerEdge Cluster,Infiniband,Infiniband,South America,50967,180173
164,134.0,48,18,Theta,"Cray XC40, Intel Xeon Phi 7230 64C 1.3GHz, Aries interconnect ",DOE/SC/Argonne National Laboratory,HPE,United States,2017,Research,280320,,6920.9,11661.312,7680000.0,,,,,,,MPP,Intel Xeon Phi 7230 64C 1.3GHz,Intel Xeon Phi,1300,Cray Linux Environment ,Linux,None,64,Intel Xeon Phi,Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,47347,178926
166,136.0,60,89,,"SX-Aurora TSUBASA C401-8, Vector Engine Type 30A 16C 1.6GHz, Infiniband NDR200",Deutscher Wetterdienst,NEC,Germany,2023,Research,28352,,6726.9,8584.7,4347066.0,,399.1,941.56,Submitted,7.144419899,,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR100,Europe,47712,180209
168,138.0,62,114,HPCF-AD,"EVIDEN BullSequana XH2000, AMD EPYC 7742 64C 2.25GHz, Infiniband HDR200",ECMWF,EVIDEN,Italy,2022,Research,245760,,6671.94,8847.36,5981760.0,,,1200.0,Submitted,5.55995,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Linux,Linux,None,64,AMD Zen-2 (Rome),EVIDEN BullSequana XH2000,EVIDEN BullSequana,Infiniband,Infiniband HDR200,Europe,50993,180211
169,139.0,62,115,HPCF-AC,"EVIDEN BullSequana XH2000, AMD EPYC 7742 64C 2.25GHz, Infiniband HDR200",ECMWF,EVIDEN,Italy,2022,Research,245760,,6671.94,8847.36,5981760.0,,,1200.0,Submitted,5.55995,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Linux,Linux,None,64,AMD Zen-2 (Rome),EVIDEN BullSequana XH2000,EVIDEN BullSequana,Infiniband,Infiniband HDR200,Europe,50993,180212
170,140.0,62,116,HPCF-AB,"EVIDEN BullSequana XH2000, AMD EPYC 7742 64C 2.25GHz, Infiniband HDR200",ECMWF,EVIDEN,Italy,2022,Research,245760,,6671.94,8847.36,5981760.0,,,1200.0,Submitted,5.55995,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Linux,Linux,None,64,AMD Zen-2 (Rome),EVIDEN BullSequana XH2000,EVIDEN BullSequana,Infiniband,Infiniband HDR200,Europe,50993,180213
171,141.0,62,117,HPCF-AA,"EVIDEN BullSequana XH2000, AMD EPYC 7742 64C 2.25GHz, Infiniband HDR200",ECMWF,EVIDEN,Italy,2022,Research,245760,,6671.94,8847.36,5981760.0,,,1200.0,Submitted,5.55995,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Linux,Linux,None,64,AMD Zen-2 (Rome),EVIDEN BullSequana XH2000,EVIDEN BullSequana,Infiniband,Infiniband HDR200,Europe,50993,180214
172,142.0,54,29,Christofari,"NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100",SberCloud,Nvidia,Russia,2019,Industry,99600,96000.0,6669.0,8789.76,2208000.0,1169680.0,,,,,,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Ubuntu 18.04.01,Linux,NVIDIA Tesla V100,24,Xeon Platinum (Skylake),NVIDIA DGX-2,NVIDIA DGX,Infiniband,Mellanox InfiniBand EDR,Europe,50820,179778
175,145.0,62,121,SPR-HBM,"Lenovo ThinkSystem SD650 V3, Xeon CPU Max 9480 56C 1.9GHz, Infiniband NDR",BP,Lenovo,United States,2023,Industry,119952,,6463.85,7293.08,6686592.0,,,1062.0,Submitted,6.086487759,,Cluster,Xeon CPU Max 9480 56C 1.9GHz,Intel Sapphire Rapids,1900,Linux,Linux,None,56,Intel Xeon Max,ThinkSystem SD650 V3,Lenovo ThinkSystem,Infiniband,Infiniband NDR,North America,50996,180201
176,146.0,49,30,ONYX,"Cray XC40, Xeon E5-2699v4  22C 2.2GHz, Aries interconnect ",ERDC DSRC,HPE,United States,2017,Research,211816,,6316.03,7455.92,7001472.0,,,,,,,MPP,Xeon E5-2699v4  22C 2.2GHz,Intel Broadwell,2200,Cray Linux Environment ,Linux,None,22,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,47771,179100
177,147.0,58,76,LUMI-C,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-10",EuroHPC/CSC,HPE,Finland,2021,Research,194560,,6299.79,7626.75,6201599.0,,102.598,1215.53,Submitted,5.182751557,,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,None,64,AMD Zen-3 (Milan),HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Europe,50908,180045
179,148.0,62,125,DAIDC,"Apollo 6500, AMD EPYC 74F3 24C 3.2GHz, NVIDIA A100 SXM4 80 GB, Infiniband HDR",Government,HPE,South Korea,2023,Government,54720,51840.0,6183.0,7413.22,2224512.0,,,,,,,Cluster,AMD EPYC 74F3 24C 3.2GHz,AMD Zen-3 (Milan),3200,RHEL 8.6,Linux,NVIDIA A100 SXM4 80 GB,24,AMD Zen-3 (Milan),Apollo 6500,HPE Apollo,Infiniband,Infiniband HDR,Asia,50984,180220
180,149.0,51,23,JUWELS Module 1,"Bull Sequana X1000, Xeon Platinum 8168 24C 2.7GHz, Mellanox EDR InfiniBand/ParTec ParaStation ClusterSuite",Forschungszentrum Juelich (FZJ),EVIDEN,Germany,2018,Research,114480,,6177.73,9891.072,4996992.0,,75.346,1361.0,Submitted,4.539110948,,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,CentOS,Linux,None,24,Xeon Platinum (Skylake),BullSequana X1000,BullSequana,Infiniband,Mellanox EDR InfiniBand/ParTec ParaStation ClusterSuite,Europe,47871,179424
181,150.0,56,45,,"HPE SGI 8600, Xeon Gold 6248R 24C 3GHz, NVIDIA Tesla V100 SXM2, Infiniband EDR",Japan Atomic Energy Agency(JAEA)/ National Institutes for Quantum and Radiological Science and Technology(QST),HPE,Japan,2020,Research,100096,87040.0,6162.0,8439.62,2128128.0,,130.231,,,,,Cluster,Xeon Gold 6248R 24C 3GHz,Intel Cascade lake,3000,RHEL 7.7,Linux,NVIDIA Tesla V100 SXM2,24,Xeon Gold 62xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Infiniband,Infiniband EDR,Asia,50860,179896
182,,64,182,Honhai Super AI Computing Center 1,"NVIDIA DGX H100, Xeon Platinum 8480C 56C 2GHz, NVIDIA H100 SXM5 80GB, Infiniband NDR400, RedHat Enterprise Linux",HHSAICC1,ASUSTeK / ASUS Cloud / Taiwan Web Service Corporation,Taiwan,2024,Industry,18688,16896.0,6123.0,8576.0,1056768.0,,,,,,,Cluster,Xeon Platinum 8480C 56C 2GHz,Intel Sapphire Rapids,2000,RedHat Enterprise Linux,Linux,NVIDIA H100 SXM5 80GB,56,Xeon Platinum (Sapphire Rapids),NVIDIA DGX H100,NVIDIA DGX,Infiniband,Infiniband NDR400,Asia,51040,180320
186,155.0,37,7,Pleiades,"SGI ICE X, Intel Xeon E5-2670/E5-2680v2/E5-2680v3/E5-2680v4  2.6/2.8/2.5/2.4 GHz, Infiniband FDR",NASA/Ames Research Center/NAS,HPE,United States,2016,Research,241108,,5951.55,7107.1488,6500160.0,,175.181,4407.0,Submitted,1.350476515,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,48408,177259
188,,64,188,Arka,"BullSequana XH2000, AMD EPYC 7643 48C 2.3GHz, Infiniband HDR, Red Hat Enterprise Linux",Indian Institute of Tropical Meteorology,EVIDEN,India,2024,Research,290016,,5937.18,7404.75,6000576.0,,,1235.8,Submitted,4.804321088,,Cluster,AMD EPYC 7643 48C 2.3GHz,AMD Zen-3 (Milan),2300,Red Hat Enterprise Linux,Linux,None,48,AMD Zen-3 (Milan),BullSequana XH2000,BullSequana,Infiniband,Infiniband HDR,Asia,50296,180328
189,,64,189,Arunika,"BullSequana XH2000, AMD EPYC 7643 48C 2.3GHz, Infiniband HDR, Red Hat Enterprise Linux",National Centre for Medium Range Weather Forecasting,EVIDEN,India,2024,Research,203040,,5937.17,7404.75,6000576.0,,,1235.8,Submitted,4.804312996,,Cluster,AMD EPYC 7643 48C 2.3GHz,AMD Zen-3 (Milan),2300,Red Hat Enterprise Linux,Linux,None,48,AMD Zen-3 (Milan),BullSequana XH2000,BullSequana,Infiniband,Infiniband HDR,Asia,50235,180327
191,158.0,54,37,Sawtooth,"HPE SGI 8600, Xeon Platinum 8268 24C 2.9GHz, Infiniband EDR/HDR ",Idaho National Laboratory,HPE,United States,2019,Research,99792,,5780.62,9220.608,6532608.0,,,1432.0,Submitted,4.03674581,,Cluster,Xeon Platinum 8268 24C 2.9GHz,Intel Cascade lake,2900,RHEL 7.6,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),HPE SGI 8600,HPE SGI 8600,Infiniband,Infiniband EDR/HDR ,North America,47650,179708
192,160.0,62,139,,"PRIMEHPC FX1000, A64FX 48C 2.2GHz, Tofu interconnect D",Central Weather Administration,Fujitsu,Taiwan,2023,Government,92160,,5600.6,6488.06,2457600.0,,,350.47,Submitted,15.98025509,,Cluster,A64FX 48C 2.2GHz,Fujitsu ARM,2200,Red Hat Enterprise Linux,Linux,None,48,Fujitsu A64FX,PRIMEHPC FX1000,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect D,Asia,50991,180215
195,163.0,52,33,Electra,"HPE SGI 8600/SGI ICE-X, E5-2680V4/ Xeon Gold 6148 20C 2.4GHz, Infiniband EDR/FDR-56 IB",NASA/Ames Research Center/NAS,HPE,United States,2018,Research,124416,,5444.64,8316.518,6931200.0,,65.0,1685.73,Submitted,3.229841078,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,SLES12 SP2,Linux,None,20,Xeon Gold (Skylake),HPE SGI 8600,HPE SGI 8600,Infiniband,Infiniband EDR,North America,48408,179589
196,164.0,57,79,Raven,"ThinkSystem SD650 V2, Xeon Platinum 8360Y 36C 2.4GHz, InfiniBand HDR 100",Max-Planck-Gesellschaft MPI/IPP,Lenovo,Germany,2021,Research,114624,,5415.98,8803.12,4128768.0,,,,,,,Cluster,Xeon Platinum 8360Y 36C 2.4GHz,Intel Ice Lake,2400,SUSE Linux Enterprise Server 15 SP2,Linux,None,36,Xeon Platinum 83xx (Ice Lake),ThinkSystem SD650 V2,Lenovo ThinkSystem,Infiniband,InfiniBand HDR100,Europe,48331,179913
197,165.0,62,144,Snellius Phase 2 CPU,"ThinkSystem SD665 V3, AMD EPYC 9654 96C 2.4GHz, Infiniband NDR200",SURF,Lenovo,Netherlands,2023,Research,150912,,5404.2,5713.92,5658240.0,,78.9414,799.0,Submitted,6.763704631,,Cluster,AMD EPYC 9654 96C 2.4GHz,AMD Zen-4 (Genoa),2400,RHEL 8.6,Linux,None,96,AMD Zen-4 (Genoa),ThinkSystem SD665 V3,Lenovo ThinkSystem,Infiniband,Infiniband NDR200,Europe,50900,180230
198,166.0,59,123,rzVernal,"HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11",DOE/NNSA/LLNL,HPE,United States,2022,Research,35872,33440.0,5401.0,6917.82,1575936.0,,,,,,,MPP,AMD Optimized 3rd Generation EPYC 64C 2GHz,AMD Zen-3 (Milan),2000,TOSS 4 Linux,Linux,AMD Instinct MI250X,64,AMD Zen-3 (Milan),HPE Cray EX235a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,49763,180050
199,224.0,62,195,Clementina XXI,"ThinkSystem SD650-I V3, Xeon Max 9462 32C 2.7GHz, Infiniband NDR, Intel GPU Max 1550, RHEL",Servicio Meteorológico Nacional,Lenovo,Argentina,2023,Research,43008,37888.0,5390.15,12582.91,1869696.0,,,,,,,Cluster,Xeon Max 9462 32C 2.7GHz,Intel Sapphire Rapids,2700,Red Hat Enterprise Linux,Linux,Intel Data Center GPU Max 1550,32,Intel Xeon Max,ThinkSystem SD650-I V3,Lenovo ThinkSystem,Infiniband,Infiniband NDR,South America,50976,180203
201,168.0,61,118,NA5,"Lenovo ThinkSystem SR665 V2, AMD EPYC 7763 64C 2.45GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,268928,,5313.16,10541.98,9839200.0,,,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Zen-3 (Milan),ThinkSystem SR665 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180152
202,169.0,62,148,NA5A,"Lenovo ThinkSystem SR665 V2, AMD EPYC 7763 64C 2.45GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,268928,,5313.16,10541.98,9839200.0,,,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Zen-3 (Milan),ThinkSystem SR665 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180186
203,170.0,41,12,Pangea,"SGI ICE X, Xeon Xeon E5-2670/ E5-2680v3 12C 2.5GHz, Infiniband FDR",Total Exploration Production,HPE,France,2013,Industry,220800,,5283.11,6712.32,4919040.0,,162.692,4150.0,Submitted,1.273038554,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Europe,49546,178071
207,174.0,63,174,Dhabi Supercomputer,"Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 80 GB, Infiniband HDR",Technology Innovation Institute (TII),HPE,United Arab Emirates,2023,Research,39680,34560.0,5094.0,5841.02,1720320.0,,85.946,138.94,Submitted,36.6633079,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,RHEL 8.7,Linux,NVIDIA A100 SXM4 80 GB,64,AMD Zen-3 (Milan),Apollo 6500,HPE Apollo,Infiniband,Infiniband HDR,Asia,51001,180293
208,175.0,58,198,Topaze-gpu,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100, Mellanox HDR Infiniband",Commissariat a l'Energie Atomique (CEA)/CCRT,EVIDEN,France,2021,Research,42000,32400.0,5065.0,6226.32,1794048.0,,76.3419,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,NVIDIA A100,64,AMD Zen-3 (Milan),BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR Infiniband,Europe,50207,180015
212,178.0,62,155,,"HPE Cray XD6500, Xeon Platinum 8480+ 56C 2GHz, NVIDIA H100 SXM5 80 GB, Infiniband NDR",CUBOX,HPE,South Korea,2023,Research,17520,15840.0,4957.0,8136.48,1089536.0,,,,,,,Cluster,Xeon Platinum 8480+ 56C 2GHz,Intel Sapphire Rapids,2000,Ubuntu 22.04.3 LTS,Linux,NVIDIA H100 SXM5 80GB,56,Xeon Platinum (Sapphire Rapids),HPE Cray XD6500,HPE Cray XD,Infiniband,Infiniband NDR,Asia,50989,180218
213,179.0,57,84,BioHive-1,"NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband",Recursion,Nvidia,United States,2021,Industry,39680,34560.0,4902.0,5709.44,1811520.0,,,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Ubuntu 20.04.1 LTS,Linux,NVIDIA A100,64,AMD Zen-2 (Rome),NVIDIA DGX A100,NVIDIA DGX,Infiniband,Mellanox HDR Infiniband,North America,50874,179939
215,181.0,63,181,Joule 3.0,"Gigabyte R283/R183/G593, AMD EPYC 9534 64C 2.45GHz, Infiniband",DOE/National Energy Technology Laboratory,Koi Computers,United States,2024,Research,107648,,4855.9,6107.13,6128640.0,,59.8,,,,,Cluster,AMD EPYC 9534 64C 2.45GHz,AMD Zen-4 (Genoa),2450,Linux,Linux,None,64,AMD Zen-4 (Genoa),Gigabyte R283/R183/G593,KOI Cluster,Infiniband,Infiniband,North America,50452,180241
216,182.0,52,35,Eagle,"HPE SGI 8600, Xeon Gold 6154 18C 3GHz, EDR Infiniband/ 8D Hypercube",National Renewable Energy Laboratory,HPE,United States,2018,Research,75600,,4850.66,7257.6,4652160.0,,,,,,,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,CentOS,Linux,None,18,Xeon Gold (Skylake),HPE SGI 8600,HPE SGI 8600,Infiniband,EDR Infiniband/ 8D Hypercube,North America,48481,179598
217,183.0,48,21,Cheyenne,"SGI ICE XA, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR",National Center for Atmospheric Research (NCAR),HPE,United States,2016,Research,144900,,4788.19,5332.32,5171520.0,,87.28,1727.0,Submitted,2.772547771,,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,SUSE Linux Enterprise Server 12 SP1,Linux,None,18,Intel Xeon E5 (Broadwell),SGI ICE XA,SGI ICE,Infiniband,Infiniband EDR,North America,48418,178965
219,186.0,61,130,Derecho GPU partition,"HPE Cray EX 235n, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-11",National Center for Atmospheric Research (NCAR),HPE,United States,2023,Research,39680,34560.0,4582.0,5044.54,1253376.0,,,169.03,Submitted,27.10761403,,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,NVIDIA A100 SXM4 40 GB,64,AMD Zen-3 (Milan),HPE Cray EX 235n,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,48418,180165
220,187.0,59,135,Tioga,"HPE Cray EX235a, AMD Optimized 3rd Generation EPYC 64C 2GHz, AMD Instinct MI250X, Slingshot-11",DOE/NNSA/LLNL,HPE,United States,2022,Research,30208,28160.0,4548.21,5825.54,,,,,,,,MPP,AMD Optimized 3rd Generation EPYC 64C 2GHz,AMD Zen-3 (Milan),2000,TOSS 4 Linux,Linux,AMD Instinct MI250X,64,AMD Zen-3 (Milan),HPE Cray EX235a,HPE Cray EX,Gigabit Ethernet,Slingshot-11,North America,49763,180052
222,189.0,63,189,JEDI,"BullSequana XH3000, Grace Hopper Superchip 72C 3GHz, NVIDIA GH200 Superchip, Quad-Rail NVIDIA InfiniBand NDR200",EuroHPC/FZJ,ParTec/EVIDEN,Germany,2024,Research,19584,12672.0,4504.0,5131.78,1388544.0,,60.5026,67.31,Submitted,66.91427722,,Cluster,Grace Hopper Superchip 72C 3GHz,NVIDIA Grace CPU,3000,RedHat Linux and Modular Operating System,Linux,NVIDIA GH200 Superchip,72,NVIDIA Grace,BullSequana XH3000,EVIDEN BullSequana,Infiniband,Quad-Rail NVIDIA InfiniBand NDR200,Europe,51016,180269
225,,64,225,Unaizah-4,"PowerEdge XE8640, Intel Xeon Platinum 8462Y+ 32C 2.8GHz, NVIDIA HGX H100, Infiniband HDR, RHEL",Saudi Aramco,DELL,Saudi Arabia,2024,Industry,23680,21120.0,4424.0,10949.38,1179648.0,1179648.0,,,,,,Cluster,Intel Xeon Platinum 8462Y+ 32C 2.8GHz,Intel Sapphire Rapids,2800,RHEL,Linux,NVIDIA HGX H100,32,Xeon Platinum (Sapphire Rapids),PowerEdge XE8640,Dell PowerEdge Cluster,Infiniband,Infiniband HDR,Asia,48751,180333
226,192.0,55,56,Atlas,"Bull 4029GP-TVRT, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Petróleo Brasileiro S.A,EVIDEN,Brazil,2020,Industry,91936,87040.0,4376.0,8848.486,2081280.0,,,546.58,Submitted,8.006147316,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,CentOS,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Bull 4029GP-TVRT,Bull Cluster,Infiniband,Infiniband EDR,South America,49587,179854
227,,64,227,ARF ACC,"ThinkSystem SD650-N V3, Xeon Gold 6548Y+ 32C 2.5GHz, NVIDIA H100 80GB HBM3, Infiniband NDR200, Rocky Linux 9.4",TRUBA,Lenovo,Turkey,2024,Government,14208,12672.0,4363.0,6545.28,1021952.0,,49.351,83.03,Submitted,52.54727207,,Cluster,Xeon Gold 6548Y+ 32C 2.5GHz,Intel Emerald Rapids,2500,Rocky Linux 9.4,Linux,NVIDIA H100 80GB HBM3,32,Xeon Gold 65xx (Emerald Rapids),ThinkSystem SD650-N V3,Lenovo ThinkSystem,Infiniband,Infiniband NDR200,Asia,51003,180350
229,193.0,52,38,Advanced Computing System(PreE),"Sugon TC8600, Hygon Dhyana  32C 2GHz, Deep Computing Processor, 200Gb 6D-Torus",Sugon,Sugon,China,2018,Vendor,163840,131072.0,4325.0,6134.1696,1876000.0,,,380.0,Submitted,11.38157895,,Cluster,Hygon Dhyana 32C 2GHz,X86_64,2000,CentOS,Linux,Deep Computing Processor,32,Hygon Dhyana,Sugon TC8600,Sugon Cluster,Gigabit Ethernet,200Gb 6D-Torus,Asia,50797,179593
230,194.0,56,67,CRONOS,"BullSequana X, Xeon Platinum 8260 24C 2.4GHz, Infiniband HDR",EDF,EVIDEN,France,2020,Industry,81600,,4299.33,7136.87,6317568.0,,,1225.53,Submitted,3.508139336,,Cluster,Xeon Platinum 8260 24C 2.4GHz,Intel Cascade lake,2400,Linux,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),BullSequana X,BullSequana,Infiniband,Infiniband HDR,Europe,50679,179899
231,195.0,56,69,SNL/NNSA CTS-1 Manzano,"Tundra Extreme Scale, Xeon Platinum 8268 24C 2.9GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2020,Research,71424,,4281.0,6628.15,5491968.0,5184000.0,40.2875,960.0,Submitted,4.459375,,Cluster,Xeon Platinum 8268 24C 2.9GHz,Intel Cascade lake,2900,Linux/TOSS,Linux,None,24,Xeon Platinum 82xx (Cascade Lake),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,48748,179907
232,196.0,61,142,NA7A,"Lenovo ThinkSystem SR665 V2, AMD EPYC 7763 64C 2.45GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,207872,,4229.11,8148.58,9118400.0,,,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Zen-3 (Milan),ThinkSystem SR665 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180147
233,197.0,61,143,NA7,"Lenovo ThinkSystem SR665 V2, AMD EPYC 7763 64C 2.45GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,207872,,4229.11,8148.58,9118400.0,,,,,,,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Zen-3 (Milan),ThinkSystem SR665 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180150
234,198.0,61,144,NA2C,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",Software Company,Lenovo,United States,2022,Industry,111936,,4228.14,9313.08,9463000.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SR650 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180154
235,199.0,61,145,NA2B,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",Software Company,Lenovo,United States,2022,Industry,111936,,4228.14,9313.08,9463000.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SR650 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180156
236,200.0,61,146,NA2,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,111936,,4228.14,9313.08,9463000.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SR650 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180157
239,203.0,61,149,NA6B,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,111744,,4155.8,9297.1,9454800.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SR650 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180148
240,204.0,61,150,NA6A,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,111744,,4155.8,9297.1,9454800.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SR650 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180149
241,205.0,61,151,NA6,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",Software Company,Lenovo,United States,2023,Industry,111744,,4155.8,9297.1,9454800.0,,,,,,,Cluster,Xeon Platinum 8358 32C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,32,Xeon Platinum 83xx (Ice Lake),ThinkSystem SR650 V2,Lenovo ThinkSystem,Gigabit Ethernet,100G Ethernet,North America,50969,180151
