Rank,Site,Manufacturer,Computer,Country,Year,Cores,RMax,RPeak,Nmax,Nhalf,Power,Processor Family,Processor,Proc. Frequency,System Family,System Model,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
63,CLUMEQ - Université Laval,Sun Microsystems,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR",Canada,2009,7616,77170.0,85299.0,1160376,0,332.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,Sun Blade System,Sun Blade 6048,Linux,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
65,CSC (Center for Scientific Computing),Cray Inc.,Cray XT5/XT4 QC 2.3 GHz,Finland,2009,10864,76510.0,101997.0,0,0,520.8,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,Cray XT,Cray XT5 QuadCore,CNL,MPP,Academic,Not Specified,Proprietary,XT4 Internal Interconnect,Northern Europe,Europe
67,University of Minnesota/Supercomputing Institute,Hewlett-Packard,"Cluster Platform 3000 BL280c G6, Xeon X55xx 2.8Ghz, Infiniband",United States,2009,8448,74390.0,94617.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,HP Cluster Platform 3000BL,Cluster Platform 3000 BL280c G6,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
70,"Rensselaer Polytechnic Institute, Computational Center for Nanotechnology Innovations",IBM,eServer Blue Gene Solution,United States,2007,32768,73032.0,91750.0,884735,0,358.4,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas
71,University of Southern California,Dell/Sun/IBM,"PowerEdge 1950/SunFire X2200/iDataPlex Cluster Intel 53xx/54xx 2.33Ghz, Opteron 2.3 Ghz, Myrinet 10G",United States,2009,10240,72050.0,94208.0,1285200,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,Dell/Sun/IBM Cluster,PowerEdge 1950/SunFire X2200/iDataPlex Cluster,CentOS,Cluster,Academic,Not Specified,Myrinet,Myrinet 10G,North America,Americas
73,NCSA,Dell,"PowerEdge 1955, 2.33 GHz, Infiniband, Windows Server 2008/Red Hat Enterprise Linux 4",United States,2007,9600,68480.0,89587.2,1008384,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,Dell PowerEdge Cluster,PowerEdge 1955,Windows HPC 2008,Cluster,Academic,Not Specified,Infiniband,Infiniband SDR,North America,Americas
74,University of Southampton,IBM,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband, Windows HPC2008 R2",United Kingdom,2009,8000,66680.0,72320.0,1610000,0,222.62,Intel EM64T,Intel EM64T Xeon E55xx (Nehalem-EP),2267,IBM Cluster,xSeries iDataPlex,Windows HPC 2008,Cluster,Academic,Not Specified,Infiniband,Infiniband,Northern Europe,Europe
76,NACAD/COPPE/UFRJ,Sun Microsystems,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR",Brazil,2009,6464,64630.0,72396.8,1405152,0,430.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,Sun Blade System,Sun Blade 6048,Linux,Cluster,Academic,Research,Infiniband,Infiniband,South America,Americas
77,Barcelona Supercomputing Center,IBM,"BladeCenter JS21 Cluster, PPC 970, 2.3 GHz, Myrinet",Spain,2006,10240,63830.0,94208.0,0,0,0.0,Power,PowerPC 970,2300,IBM Cluster,BladeCenter JS21 CLuster,SuSE Linux Enterprise Server 9,Cluster,Academic,Medicine,Myrinet,Myrinet,Southern Europe,Europe
79,Clemson University,Dell/Sun/IBM,"PowerEdge 1950/SunFire X2200/iDataPlex Cluster Intel 53xx/54xx 2.33Ghz, Opteron 2.3 Ghz, Myrinet 10G",United States,2009,8120,60670.0,74704.0,0,0,285.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,Dell/Sun/IBM Cluster,PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet 10G,North America,Americas
82,Leibniz Rechenzentrum,SGI,Altix 4700 1.6 GHz,Germany,2007,9728,56520.0,62259.2,1583232,0,990.24,Intel IA-64,Intel IA-64 Itanium2 Montecito Dual Core,1600,SGI Altix,SGI Altix 4700,SUSE Linux Enterprise Server 10,MPP,Academic,Not Specified,NUMAlink,NUMAlink,Western Europe,Europe
84,"University of Tokyo/Human Genome Center, IMS",Sun Microsystems,"SunBlade x6250, Xeon E5450 3GHz, Infiniband",Japan,2009,5760,54210.0,69120.0,786712,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,Sun Blade System,Sun Blade x6250,Linux,Cluster,Academic,Medicine,Infiniband,Infiniband DDR,Eastern Asia,Asia
87,IDRIS,IBM,"Power 575, p6 4.7 GHz, Infiniband",France,2008,3584,52810.0,67379.2,0,0,572.79,Power,POWER6,4700,IBM pSeries,pSeries 575,AIX,MPP,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
88,ETH Zuerich,Sun Microsystems,"Sun Blade X6440, Opteron 2.5 Ghz, Infiniband QDR",Switzerland,2009,6464,51880.0,64640.0,1032192,0,152.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2500,Sun Blade System,Sun Blade x6440,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
93,SARA (Stichting Academisch Rekencentrum),IBM,"Power 575, p6 4.7 GHz, Infiniband",Netherlands,2009,3456,50923.9,64972.8,0,0,552.0,Power,POWER6,4700,IBM pSeries,pSeries 575,Linux,MPP,Academic,Not Specified,Infiniband,Infiniband,Western Europe,Europe
95,Kyoto University,Fujitsu,"Fujitsu Cluster HX600, Opteron Quad Core, 2.3 GHz, Infiniband",Japan,2008,6656,50510.0,61235.0,1223040,215000,0.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,Fujitsu Cluster,Fujitsu Cluster,Redhat Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband DDR,Eastern Asia,Asia
96,University of Zuerich,Sun Microsystems,"Sun Blade x6275, Xeon X55xx 2.8 Ghz, Infiniband QDR",Switzerland,2009,4600,49590.0,51520.0,1127280,0,218.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,Sun Blade System,Sun Blade x6275,SUSE Linux Enterprise Server 10,Cluster,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
99,Ecole Polytechnique Federale de Lausanne,IBM,Blue Gene/P Solution,Switzerland,2009,16384,47725.0,55706.0,933887,0,126.0,Power,PowerPC 450,850,IBM BlueGene,BlueGene/P,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Western Europe,Europe
103,Moscow State University - Research Computing Center,SKIF/T-Platforms,"T-Platforms T60, Intel Quadcore 3Mhz, Infiniband DDR",Russia,2008,5000,47170.0,60000.0,750000,0,265.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,T-Platforms Cluster,T-Platforms T60 Cluster,CentOS,Cluster,Academic,Research,Infiniband,Infiniband DDR,Eastern Europe,Europe
104,National Supercomputer Centre (NSC),Hewlett-Packard,"Cluster Platform 3000 DL140 Cluster, Xeon 53xx 2.33GHz Infiniband",Sweden,2008,6440,47030.0,60020.8,1158000,200000,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,HP Cluster Platform 3000,Cluster Platform 3000 DL140,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Northern Europe,Europe
105,Texas Advanced Computing Center/Univ. of Texas,Dell,"PowerEdge 1955, 2.66 GHz, Infiniband",United States,2007,5848,46730.0,62220.0,1187200,0,0.0,Intel EM64T,Intel EM64T Xeon 51xx (Woodcrest),2667,Dell PowerEdge Cluster,PowerEdge 1955,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
106,HPC2N - Umea University,IBM,"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, IB, Windows HPC 2008/CentOS",Sweden,2008,5376,46040.0,53760.0,1113600,150000,173.21,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2500,IBM Cluster,"BladeCenter HS21 Cluster, HT Xeon quad core",Windows HPC 2008,Cluster,Academic,Not Specified,Infiniband,Infiniband,Northern Europe,Europe
107,Ohio Supercomputer Center,IBM,"xSeries x3455 Cluster Opteron, DC 2.6 GHz/QC 2.5 GHz, Infiniband",United States,2009,9304,45730.0,73072.0,1200000,0,637.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2500,IBM Cluster,xSeries x3455 Cluster Opteron,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
111,Universitaet Regensburg,IBM,"QPACE SFB TR Cluster, PowerXCell 8i, 3.2 GHz, 3D-Torus",Germany,2009,4608,43010.0,55705.6,487551,0,59.49,Power,PowerXCell 8i,3200,IBM Cluster,QPACE Cluster PowerXCell 8i,Linux,Cluster,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
112,Universitaet Wuppertal,IBM,"QPACE SFB TR Cluster, PowerXCell 8i, 3.2 GHz, 3D-Torus",Germany,2009,4608,43010.0,55705.6,487551,0,59.49,Power,PowerXCell 8i,3200,IBM Cluster,QPACE Cluster PowerXCell 8i,Linux,Cluster,Academic,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
121,University of Bergen,Cray Inc.,Cray XT4 QuadCore 2.3 GHz,Norway,2008,5550,40590.0,51060.0,0,0,274.73,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,Cray XT,Cray XT4 QuadCore,CNL,MPP,Academic,Not Specified,Proprietary,XT4 Internal Interconnect,Northern Europe,Europe
136,"Gdansk University of Technology, CI Task",ACTION,ACTION Cluster Xeon E5345 Infiniband,Poland,2008,5336,38170.0,49731.0,760000,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,ACTION Cluster,ACTION Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband DDR,Eastern Europe,Europe
156,Technische Universitaet Wien,Sun Microsystems,"Sun Blade x2270, Xeon X5550 2.66 Ghz, Infiniband QDR",Austria,2009,3650,35480.0,38836.0,0,0,178.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2660,Sun Blade System,Sun Blade X2270,Cell OS,Cluster,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
163,Louisiana Optical Network Initiative,Dell,"PowerEdge 1950, 2.33 GHz, Infiniband",United States,2007,5440,34780.0,50766.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,Dell PowerEdge Cluster,PowerEdge 1950,RedHat Enterprise 4,Cluster,Academic,Research,Infiniband,Infiniband DDR,North America,Americas
175,Texas Tech University,Dell,"PowerEdge 1950, Xeon E54xx 3.0 GHz, Infiniband",United States,2009,3344,33530.0,40028.0,880000,0,0.0,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,Dell PowerEdge Cluster,PowerEdge 1950,CentOS,Cluster,Academic,Research,Infiniband,Infinband DDR 4x,North America,Americas
183,Harvard University - FAS Research Computing,Dell,"PowerEdge M600 Cluster, Xeon E5410 2.3Ghz, Infiniband",United States,2008,4096,32410.0,38175.0,1319648,0,0.0,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2333,Dell PowerEdge Cluster,PowerEdge M600 Cluster,RedHat Enterprise 4,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
192,University of Tromso,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 53xx 2.66GHz, GigEthernet",Norway,2007,5632,31864.0,59924.5,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2667,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Academic,Research,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
203,Nanjing University,IBM,"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, Infiniband",China,2009,3200,31310.0,34048.0,0,0,105.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2660,IBM Cluster,"BladeCenter HS22 Cluster, NH Xeon quad core",Linux,Cluster,Academic,Geophysics,Infiniband,Infiniband,Eastern Asia,Asia
222,Arizona State University HPCI / Translational Genomics Research Institute HPBC,Dell,"PowerEdge M100e/M600, E54xx/X5355 2.83/2.66 GHz, Infiniband",United States,2008,4200,30110.0,44688.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2830,Dell PowerEdge Cluster,PowerEdge M100e/M600 Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband DDR,North America,Americas
230,Compute Canada/WestGrid/UBC,Hewlett-Packard,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",Canada,2009,3088,29372.2,37056.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
238,University of Bristol,ClusterVision/IBM,"xSeries x3450 Cluster Xeon quad core, 2.8 GHz, Infiniband",United Kingdom,2008,3360,28775.0,37632.0,0,0,135.03,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2800,IBM Cluster,xSeries x3450 Cluster Xeon quad core,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Northern Europe,Europe
239,University of North Carolina,Dell,"PowerEdge 1955, 2.33 GHz, Cisco/Topspin Infiniband",United States,2007,4160,28770.0,38821.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,Dell PowerEdge Cluster,PowerEdge 1955,Linux,Cluster,Academic,Research,Infiniband,Infiniband SDR,North America,Americas
241,Nagoya University,Fujitsu,"Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR",Japan,2009,3072,28510.0,30965.0,1591296,0,0.0,Sparc,SPARC64 VII,2500,Fujitsu Cluster,Fujitsu FX1,Open Solaris,Cluster,Academic,Not Specified,Infiniband,Infiniband DDR,Eastern Asia,Asia
252,University of Oklahoma,Dell,"PowerEdge 1950, Xeon E54xx, 2 GHz, Infiniband",United States,2008,4176,28030.0,33408.0,981750,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2000,Dell PowerEdge Cluster,PowerEdge 1950,Linux,Cluster,Academic,Research,Infiniband,Infiniband DDR,North America,Americas
266,ASTRON/University Groningen,IBM,eServer Blue Gene Solution,Netherlands,2005,12288,27450.0,34406.4,516095,0,134.4,Power,PowerPC 440,700,IBM BlueGene,BlueGene/L,CNK/SLES 9,MPP,Academic,Research,Proprietary,Proprietary,Western Europe,Europe
273,Clemson University Computational Center for Mobility Systems,Sun Microsystems,"SunBlade x6250, Xeon L5420 2.5GHz, Infiniband DDR",United States,2008,3440,27370.0,34400.0,1275000,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2500,Sun Blade System,Sun Blade x6250,Linux,Cluster,Academic,Automotive,Infiniband,Infiniband DDR,North America,Americas
277,Purdue University,Dell,"PowerEdge 1950, Xeon E54xx, 2.33 GHz, GigE",United States,2008,5600,26800.0,52248.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,Dell PowerEdge Cluster,PowerEdge 1950,Linux,Cluster,Academic,Research,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
278,Brigham Young University,Dell,"Dell PowerEdge M610 Cluster, Nehalem-EP 2.8Ghz, Infiniband",United States,2009,2560,26760.0,28672.0,950000,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,Dell PowerEdge Cluster,PowerEdge M610 Cluster,Linux,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
288,University of Alaska - Arctic Region Supercomputing Center,Cray Inc.,Cray XT5 QC 2.3 GHz,United States,2008,3456,26310.0,31795.2,0,0,159.84,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,Cray XT,Cray XT5 QuadCore,CNL,MPP,Academic,Not Specified,Proprietary,XT4 Internal Interconnect,North America,Americas
305,Northwestern University,IBM,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband",United States,2009,3120,25679.9,28292.2,0,0,86.82,Intel EM64T,Intel EM64T Xeon E55xx (Nehalem-EP),2267,IBM Cluster,xSeries iDataPlex,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
311,Centre for High Performance Computing,Sun Microsystems,"SunBlade X6275 and X6250, Xeon X5570 and E5450, Infiniband QDR/DDR",South Africa,2009,2624,25440.0,30860.8,606144,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,Sun Blade System,Sun Blade x6275/X6250,SUSE Linux Enterprise Server 10,Cluster,Academic,Research,Infiniband,Infiniband,Southern Africa,Africa
322,SHARCNET - University of Western Ontario,Hewlett-Packard,"Cluster Platform 3000 BL260c G5, Xeon QC 2.83Ghz, Infiniband",Canada,2009,2688,24810.0,30428.0,756352,0,0.0,Intel EM64T,Intel EM64T Xeon L54xx (Harpertown),2830,HP Cluster Platform 3000BL,Cluster Platform 3000 BL260c G5,Linux,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas
378,Moscow State University,IBM,Blue Gene/P Solution,Russia,2008,8192,23862.0,27850.0,651263,0,63.0,Power,PowerPC 450,850,IBM BlueGene,BlueGene/P,CNK/SLES 9,MPP,Academic,Not Specified,Proprietary,Proprietary,Eastern Europe,Europe
382,Columbia University,Hewlett-Packard,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, GigE",United States,2008,3712,23856.7,44544.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Academic,Research,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
390,Nanyang Technological University,IBM,"iDataPlex, Xeon X55xx QC 2.93 GHz, Infiniband",Singapore,2009,2400,23482.0,28128.0,0,0,85.5,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,IBM Cluster,xSeries iDataPlex,Linux,Cluster,Academic,Research,Infiniband,Infiniband,South-eastern Asia,Asia
392,Research Institution,Hewlett-Packard,"Cluster Platform 3000 BL460c, Xeon 54xx 2.66GHz, Infiniband",Spain,2008,2816,23402.0,30041.1,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2666,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Southern Europe,Europe
404,TU  Dortmund,Hewlett-Packard,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",Germany,2009,3072,23224.3,36864.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Academic,Research,Infiniband,Infiniband,Western Europe,Europe
426,Columbia University,Hewlett-Packard,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, GigE",United States,2009,3584,23045.1,43008.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,Cluster,Academic,Research,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
429,National Astronomical Observatory of Japan,Cray Inc.,Cray XT4 QuadCore 2.2 GHz,Japan,2008,3248,22930.0,28582.0,824640,0,160.78,AMD x86_64,AMD x86_64 Opteron Quad Core,2200,Cray XT,Cray XT4 QuadCore,CNL,MPP,Academic,Not Specified,Proprietary,XT4 Internal Interconnect,Eastern Asia,Asia
436,Caltech,Dell,"PowerEdge 1950, 2.33 GHz, Myrinet",United States,2007,4096,22590.0,37700.0,761392,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,Dell PowerEdge Cluster,PowerEdge 1950,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
445,National Astronomical Observatory of Japan,Self-made,"GRAPE-DR accelerator Cluster, Infiniband",Japan,2009,8192,21960.0,84480.0,368640,0,51.2,Others,Others GRAPE-DR processor,330,NOW - mixed processors,GRAPE-DR cluster,CentOS,Cluster,Academic,Research,Infiniband,Infiniband,Eastern Asia,Asia
450,South Ural State University,Self-made,SKIF Aurora Platform - Intel Xeon E55xx,Russia,2009,2048,21840.0,24002.0,612360,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,NOW - Intel,SKIF Aurora Platform - Intel Xeon E55xx,CentOS,Cluster,Academic,Research,Infiniband,Infiniband,Eastern Europe,Europe
452,Indiana University,IBM,"BladeCenter JS21 Cluster, PPC 970, 2.5 GHz, Myrinet",United States,2007,3072,21790.0,30720.0,758000,0,0.0,Power,PowerPC 970,2500,IBM Cluster,BladeCenter JS21 CLuster,SuSE Linux Enterprise Server 9,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
462,RQCHP/Compute Canada,SGI,"Altix XE320 Cluster, Xeon 2.8Ghz, Infiniband",Canada,2009,2464,21600.0,27596.8,781264,0,115.3,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2800,SGI Cluster,Altix XE320,Linux,Cluster,Academic,Research,Infiniband,Infiniband DDR,North America,Americas
468,Holland Computing Center at PKI,Dell,"PowerEdge SC1435 Dual core Opteron 2.8 GHz, Infiniband",United States,2007,4604,21500.0,25782.4,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Dual Core,2800,Dell PowerEdge Cluster,PowerEdge SC1435,Linux,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas
